
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nova
buildtoolbar_popup_uts_powerstation		Generas elektron uzeblan en via malliberejo.
buildtoolbar_popup_uts_capacitor		Pligrandigas la kvanton da elektro generata kiam metita apud elektrostacio.
buildtoolbar_popup_uts_electricalcable	Distribuas elektron en via malliberejo.
buildtoolbar_popup_uts_powerswitch		Baskuligas la haveblecon de elektro al iu kablo konektita al si.\n\nDekstre alklaku por baskuligi la ek/for-staton.
buildtoolbar_popup_uts_waterpumpstation	Provizas fonton da akvo por via malliberejo.
buildtoolbar_popup_uts_pipevalve		Baskuligas la haveblecon de akvo al iu pipo konektita al si.
buildtoolbar_popup_uts_pipelarge		Distribuas grandan volumon da akvo dise en via malliberejo, per alta premo. Verŝajne sufiĉe granda por ke iu povu rampi al libereco tra kvincent jardojn da fekodora stulteco.\n\nN.B: Ĝenerale ne uziĝas por konekti al malavujoj, duŝkapoj ktp. - la premo tro altas. Uzu malgrandan pipon por tio.
buildtoolbar_popup_uts_pipesmall		Uziĝas por konekti aĵojn kiel necesujoj, duŝiloj, manlavujoj ktp al via granda pipreto. La premo multe pli malgrandas, do estas limigita longeco laŭ kiu malgranda pipo povas kuri antaŭ ol la premo tro malgrandiĝos.
buildtoolbar_popup_uts_cctv				Pririgardu vian malliberejon sen la bezono de gardistoj ĉie samtempe.\n\nVi devos konekti gvatekranon al ĉi tiu kamerao por ke ĝi funkciu.
buildtoolbar_popup_uts_cctvmonitor		Dezajnita por konstruiĝi en sekurecĉambro, kaj regita de gardisto. Gvatas la gvatkameraojn dise en via malliberejo de malproksimo.\n\nUzu la konektilon por konekti xi tiun ekranon al viaj gvatkameraoj.\n\nNotu: Maksimumo de ok kameraoj povas samtempe vidiĝi. Se oni konektos pli ol ok kameraojn, la ekrano grade cikle traktos ilin, donante nur partan gvatecon.
buildtoolbar_popup_uts_DoorControlSystem  Dezajnita por esti en sekurecĉambro, kaj regita de gardisto. Povas uziĝi por de malproksimo malfermi pordojn dise en via malliberejo.\n\nUzu la konektilon por konekti ĉi tiun sistemon al viaj pordservoj. La pordservoj konstruiĝu super la porodoj kiujn vi volas demalproksime regi.\n\nNotu: Vi povas konekti ĉi tiun al kiel vole plej multe da servoj, tamen la gardisto reganta la sistemon povas malfermi maksimumon da du pordoj po sekundo.
buildtoolbar_popup_uts_phonemonitor     Dezajnita por konstruiĝi en sekurecĉambro kaj regata de gardisto. Permesas al vi gvati ĉiujn elirantajn telefonalvokojn faratajn de malliberuloj, donante al vi esencan sagacecon pri planita kontraŭleĝa aktiveco.\n\nUzu la konektilon por konekti ĉi tiun sistemon al viaj telefonujoj.
buildtoolbar_popup_uts_Servo            Metu servon super la pordo kiun vi volas demalproksime regi. Certigu ke la motorilaro estas ĝuste super la pordo.\n\nKiam instalita, la pordo malfermiĝos kiam la servo mem ellasiĝos - kutime de pordregsistemo, aŭ pordhorilo.\n\nServoj povas kunen ĉeniĝi tiel kiam la unua malfermiĝos ĝi ellasos la aliajn.
buildtoolbar_popup_uts_LogicCircuit     Nur altnivelaj arkitektoj.\n\nSimpla cirkvitujo kiu faras logikan operacion bazitan de siaj enigoj, kaj laŭe metas sian eligon.\n\nHaveblaj operacioj: Kaj (And) / Aŭ (Or) / Ne (Not) / Nekaj (Nand) / Neaŭ (Nor) / Ikso-aŭ (Xor)\n\nDekstre alklaku por cikle trairi la logikajn operaciojn.
buildtoolbar_popup_uts_LogicBridge      Nur altnivelaj arkitektoj.\n\nPrenas sian eniran signalon, kaj plusendas ĝin supren sur elektra kablo instalita en la samo ĉelo. Tiu elektra kablo portos la signalon al iuj aliaj logikaj cirkvitoj instalitaj sur la sama elektra kablo.\n\nPovas uziĝi por 'dissendi' komunan signalon disen en vian malliberejon, ekz. utila por sendi komunan horloĝsignalon.
buildtoolbar_popup_uts_DoorTimer        Povas uziĝi por aŭtomate malfermi pordojn je ekzaktaj horoj.\n\nUzu la konektilon por konekti ĉi tiun horilon al via pordservoj.
buildtoolbar_popup_uts_Wire             Konektu viajn demalproksimaj akcessistemoj kunen.
buildtoolbar_popup_uts_showallwires		Montru ĉiun konektitan draton en via malliberejo.
buildtoolbar_popup_uts_remotedoor       Forta metalpordo kiu ne povas malfermiĝi per ŝlosilo (nur povas demalproksime malfermiĝi). Uzu ĉi tiun por preventi amaseskapokazaĵojn kiam malliberulo havas malliberejŝlosilojn.
buildtoolbar_popup_uts_dismantleutility	Forigu utilecobjekton el via malliberejo.
buildtoolbar_popup_uts_pressurepad      Sendas signalon al konektitaj objektoj kiam ajn io estas supre sur la kuseneto.
buildtoolbar_popup_uts_statuslight      Aŭ ruĝe aŭ verde lumiĝas depende de la signalo kiun ĝi ricevas.

buildtoolbar_popup_autolights_name      Aŭtomate lampoj
buildtoolbar_popup_autolights           Aŭtomata lampmetado
buildtoolbar_popup_autolights_desc      Kiam elektita, lampoj aŭtomate dismetiĝos en viajn nove kreitajn konstruaĵojn kiam ili estas finitaj.

buildtoolbar_contraband_source          Montras ĉiujn lokojn dise en via malliberejo kie kontrabando elŝteleblas.
buildtoolbar_contraband_day             Montras ĉiun kontrabandon konfiskitan dum la pasintaj 24 horoj.
buildtoolbar_contraband_week            Montras ĉiun kontrabandon konfiskitan dum la pasintaj 7 tagoj.
buildtoolbar_contraband_alltime         Montras ĉiun kontrabandon konfiskitan dum la historio de via malliberejo.
buildtoolbar_contraband_informants      Montras ĉiun informon atingitan de viaj konfidencaj informantoj.
buildtoolbar_contraband_gangs           Montras informon pri la bandoj de via malliberejo.

buildtoolbar_deployment_Guards          Asignu gardistojn al la sektoroj de via malliberejo.
buildtoolbar_deployment_Patrols         Alklaku kaj trenu por krei patrolitinerojn.\n\nPor asigni gardiston al patrolitinero, realklaku ekzistan patrolĉelon.\nDekstre alklaku kaj trenu por klarigi gardistpatrolojn.
buildtoolbar_deployment_DogPatrols      Aklkaku kaj trenu por krei patrolitinerojn.\n\nPor asigni gardiston al patrolitinero, realklaku ekzistan patrolĉelon.\nDekstre alklaku kaj trenu por klarigi gardistpatrolojn.
buildtoolbar_deployment_ArmedPatrols    Aklkaku kaj trenu por krei patrolitinerojn.\n\nPor asigni gardiston al patrolitinero, realklaku ekzistan patrolĉelon.\nDekstre alklaku kaj trenu por klarigi gardistpatrolojn.
buildtoolbar_deployment_SharedZone      Ĉiuj malliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_MinSecZone      Nur mimumsekurecmalliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_MedSecZone      Nur mezsekurecmalliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_MaxSecZone      Nur maksimumsekurecmalliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_ProtectedZone   Nur 'protektitaj' malliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_SuperMaxZone    Nur 'supermaksimumsekurecaj' malliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_DeathRowZone    Nur 'mortvicanaj' malliberuloj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_StaffOnlyZone   Nur dungitaranoj permesiĝos en ĉi tiu sektoro.
buildtoolbar_deployment_UnlockedZone    Ĉiuj permesiĝos en ĉi tiu sektoro, kaj ĉiuj pordoj estos malfermitaj.

job_matsassigned                        Materialoj asignitaj
job_matsavailable                       Materialoj haveblaj
job_awaitingmaterials                   Materialoj atendataj
job_inprogress                          Laboro progresadata
job_blocked                             Laboro (Blokita)
job_queued                              Laboro (Envica)

job_failed_noroute                      Neniu vojo
job_failed_nomaterials                  Neniuj materialoj
job_failed_toodangerous                 Tro danĝere
job_failed_materialsbeingcarried        Materialoj survoje

job_rightclicktocancel                  Dekstre alklaku por nuligi
job_ftofollow							Presu F por sekvi
job_makehighpriority					Ctrl + Maldekstre alklaki por altprioritatigi
job_removehighpriority					Ctrl + Dekstre aklaki por forigi altprioritaton
job_makehighpriority_mac				Alt + Maldesktre alklaki por altprioritatigi
job_removehighpriority_mac				Alt + Dekstre aklaki por forigi altprioritaton
job_highpriority_tooltip				URĜE
job_refundamount                        Repagkvanto: *X

failuremessage_blocked                  Blokita
failuremessage_cantafford               Malsufiĉa mono
failuremessage_cantaffordupkeep         Superas ĉiutagbuĝeton
failuremessage_maximumcountreached      Maksimumo jam dungiĝis
failuremessage_maxstaff                 Tro da dungitaranoj


# =============================================================================
# Status Toolbar
# =============================================================================

statustoolbar_deliveries                Deliveries
statustoolbar_finances                  Finances
statustoolbar_regime                    Regime
statustoolbar_escapemap                 Security
statustoolbar_electricity               Electricity
statustoolbar_stats                     Stats
statustoolbar_danger                    Danger
statustoolbar_jobs                      Jobs
statustoolbar_gangs                     Gangs
statustoolbar_staff                     Staff
statustoolbar_research                  Research


# =============================================================================
# Sprite Bank Editor + other tools
# =============================================================================

spritebankeditor_title                  Sprite Bank Editor
spritebankeditor_create                 Create
spritebankeditor_rotate                 Rotation
spritebankeditor_sort                   Sort
spritebankeditor_markermodetitle        Marker Mode


# =============================================================================
# Codex
# =============================================================================

codex_mainmenu                          Main Menu
codex_campaign                          Campaign
codex_cutscenes                         Cutscenes
codex_qualifications                    Qualifications
codex_load                              Load Prison
codex_loadcampaign                      Load Campaign
codex_save                              Save Prison
codex_savecampaign                      Save Campaign
codex_performance						Performance Test
codex_developer_load                    (Developer) Load Map
codex_developer_save                    (Developer) Save Map
codex_developer_clearach                (Developer) Clear Achievements
codex_contacts                          Contacts
codex_materials                         Materials
codex_play                              Play
codex_play_escape                       Play Escape Mode
codex_polaroids                         Polaroids
codex_introduction                      Introduction
codex_restartintroduction               Restart Introduction
codex_restartchapter                    Restart Chapter
codex_help                              Help (wiki)
codex_opensavefolder                    Open Save Folder
codex_options							Options
codex_nitgs								Names in the Game
codex_workshop							Prison Sharing (Steam)
codex_steamtrending                     Most Popular Prisons (Steam)
codex_checkforupdates                   Check for updates
codex_preorder                          Pre-order Now
codex_termsconditions                   Terms and Conditions
codex_twitter                           Twitter
codex_extras                            Extras
codex_unlocked                          Unlocked *X/*Y
codex_mapsettings                       Map Settings

codex_new                               Create New Prison
codex_new_worldsize                     World Size
codex_new_small                         Small
codex_new_medium                        Medium
codex_new_large                         Large
codex_new_selectwarden                  Choose your warden
codex_new_selectgender                  Select Prisoner Gender
